PM2.5 (µg/m³),PM10 (µg/m³),NO2 (ppb),SO2 (ppb),CO (ppm),O3 (ppb),AQI
51.69834769,43.0356421,178.222641,118.7148066,39.24128548,50.67593821,Unhealthy
225.1488411,486.1999212,144.0410803,124.6461795,11.00299188,9.354761873,Unhealthy
274.1277819,431.1288419,114.9624409,95.72228185,18.71475733,120.6979486,Moderate
46.04077023,585.54913,91.46701115,106.7423439,33.96698357,76.24482863,Good
94.83997473,185.511624,89.90319898,136.058697,14.31642003,66.10836364,Good
268.8526955,481.8614719,85.01982629,19.15475207,11.23493714,51.69407753,Very Unhealthy
481.5447239,55.80845727,139.9785295,12.45567665,46.1118941,224.7589694,Moderate
13.90498796,542.3279355,146.2416879,18.76134585,12.2149038,235.0268157,Moderate
456.2215371,31.09818529,102.9524698,130.5107464,2.963890947,13.9168751,Unhealthy
449.304085,472.7300894,148.162353,84.44012937,37.5544007,164.0435261,Unhealthy
428.5893176,184.4133149,105.6910364,26.40979219,12.1634144,40.54363378,Unhealthy
188.7754643,108.7158039,19.47034061,21.25681025,22.50920737,149.8662382,Hazardous
245.4117686,422.7087166,170.3230139,66.8135333,5.577851698,104.3789426,Good
201.7973197,537.5268191,174.0960904,122.3601084,3.42577892,60.54485812,Very Unhealthy
473.7930932,458.4756236,53.29224348,120.7765079,23.02228359,284.4179107,Very Unhealthy
260.6753099,187.859967,157.2866829,127.6879603,16.85441711,287.023853,Moderate
40.30630433,212.1423929,102.2341997,115.34171,25.29626135,169.1911563,Unhealthy
137.0299222,113.5827569,24.80543602,9.24297145,48.28916276,56.41501928,Moderate
231.0166065,494.4369557,79.59973915,108.0250356,20.36941431,174.9797833,Good
476.7779662,64.2561806,15.31039166,77.84419356,30.13285519,278.54978,Hazardous
284.4755453,541.9283564,157.2933992,108.961832,4.879769115,113.328234,Good
348.0363116,360.6805482,39.24669255,72.64241095,44.29588025,41.32103921,Moderate
44.25992367,353.3129734,32.87838022,72.53085766,40.29305517,208.1070554,Unhealthy
438.662023,502.6928809,41.70752631,18.92019915,26.12035028,196.8806812,Moderate
269.509111,400.5199508,45.22620255,135.7837862,9.168843714,0.416472453,Unhealthy
460.6142063,182.5435549,134.7904362,56.19326346,21.29749597,256.0816764,Unhealthy
222.7383427,209.7090733,127.7201964,87.35611385,14.8691998,198.2241295,Moderate
341.5419985,103.8325147,25.86732482,31.07343997,49.72583777,58.70957814,Hazardous
235.4192969,278.4379451,144.8838372,55.3333348,24.54191443,0.971627656,Moderate
71.27896476,66.09285945,69.81142061,130.5866135,21.11165525,291.6900415,Good
136.024989,391.8219044,91.49454614,31.43990478,8.452915805,226.4039208,Good
33.62864722,101.5373047,24.97199196,30.915842,11.95544747,109.5153604,Very Unhealthy
220.1331715,518.3590638,141.7252112,39.07486654,35.57938571,129.8365298,Good
324.6707717,420.2775522,75.24442944,86.19916319,26.74546663,161.6581535,Good
121.8556379,534.9067527,126.4259207,78.10323315,17.90156564,215.588371,Moderate
245.1940291,52.21859255,85.44418893,26.29830028,14.85068429,51.87928993,Moderate
229.4866671,479.1056007,9.773760131,103.7953531,10.03701231,58.71871503,Hazardous
266.7102455,528.482835,140.6979132,136.1310044,1.694894643,14.48090367,Good
92.29233351,26.74188534,110.501632,29.8243316,48.85749843,295.7382714,Hazardous
266.9920442,599.4455731,86.8489844,100.9430738,37.65551755,262.6712963,Hazardous
182.1027784,180.3865897,40.31039814,87.95768864,46.39354076,165.8874041,Good
143.0209245,127.0327285,124.868643,49.34084408,20.62754332,129.0820937,Moderate
292.991007,248.943134,55.03948928,92.6745928,43.46913752,71.23198579,Unhealthy
74.01840175,5.181235297,85.83485973,31.48633323,12.8124961,178.4948393,Unhealthy
450.3293253,531.5437956,11.29702942,125.093225,25.4917407,207.1531075,Unhealthy
467.4264065,161.0945295,155.3493014,3.331812978,10.12397199,206.754832,Hazardous
330.3048449,312.9549002,18.00741648,85.05944652,38.51685827,1.930841381,Unhealthy
151.5773448,374.1357118,178.1679216,47.81702728,24.88010035,210.611676,Very Unhealthy
313.002935,474.6550775,173.5149238,132.204108,26.81364692,259.9118554,Very Unhealthy
300.7617333,150.1236679,194.217985,74.90494021,42.97273149,34.47500547,Hazardous
195.6254908,430.2878204,181.6882486,120.3732059,36.96087087,226.6131037,Moderate
143.6236237,70.59652863,194.2815308,138.5730517,48.31329784,246.9715778,Good
84.22647616,422.5411007,177.4552488,50.15243272,20.26679996,82.85081551,Hazardous
108.69192,551.5773195,22.50172101,132.0512785,23.07273612,213.6318576,Unhealthy
326.5149618,51.01576101,87.53637263,108.9418392,30.76693429,29.02646191,Good
442.9471655,70.02168049,15.23127236,16.22615957,22.66562257,194.7636396,Moderate
192.4780275,334.3365,109.0596413,15.58799232,20.98076898,153.0988053,Unhealthy
60.94974225,27.84025341,105.9513523,122.6018086,17.0285871,254.9556442,Very Unhealthy
6.403150826,112.4343056,184.435672,70.24741344,41.59421097,135.5902832,Very Unhealthy
202.9528275,114.1152818,193.938949,74.27254065,26.67446818,128.4287486,Hazardous
116.2834756,288.7484776,51.92880937,133.6869808,30.37015646,280.1354532,Moderate
161.2777835,149.0922176,116.46257,135.5705005,10.2037767,280.2800254,Hazardous
120.8349373,285.3137133,92.88835793,16.9058977,12.58882402,10.7134894,Moderate
332.073816,312.705473,109.3470349,56.04724844,16.98966042,145.6695158,Hazardous
319.2571504,438.3866325,106.345619,134.2840154,23.26844882,48.28728046,Good
456.1522623,567.5953168,182.8248818,122.9781523,2.196365181,82.11186529,Hazardous
349.8724574,302.2483298,179.2251551,108.1513232,44.41956808,199.8421027,Good
82.4706903,213.0032073,24.54733639,15.29508057,45.18561272,38.78636348,Moderate
375.7972147,155.2220478,69.02203568,93.17918493,33.083996,3.381148027,Good
90.63393128,380.7943269,150.5550147,87.27771025,15.80264171,218.1370928,Good
279.300443,565.7502669,136.7974212,25.07505916,19.26591523,192.4032859,Hazardous
38.53910474,458.7929471,126.2385111,116.0788185,36.70254994,270.7992853,Good
23.66252848,123.6615791,198.7620865,46.79654774,14.31455027,162.6930363,Unhealthy
232.1149963,535.9824784,67.38701146,93.09385845,30.44590113,283.5992075,Unhealthy
52.49178072,441.3079849,103.0497412,54.27532287,45.31355391,182.7940084,Moderate
153.3333024,76.76691674,195.8300747,12.65928197,20.5223916,116.1451096,Unhealthy
169.4166892,427.6814493,139.1104557,78.71923387,29.3524382,182.5391116,Hazardous
384.7134595,173.6132744,129.7360544,45.99647033,46.42948935,224.754081,Good
166.3400526,294.8379944,30.94944801,10.6969505,17.0290783,104.2623458,Good
247.1500925,180.1387885,49.33138069,29.77633741,37.98198728,111.7574811,Moderate
386.292965,50.43554276,75.49463788,92.82836538,37.75609279,188.9811885,Good
102.4491534,461.1501508,92.96942007,15.20729991,46.42475969,136.6775868,Good
402.4486961,497.2102552,99.44204794,13.11995116,42.92946596,158.0919618,Good
415.8973985,139.1874008,180.4274363,141.6032354,37.44140918,294.6244897,Moderate
494.4233976,143.7828708,21.44239714,16.12850687,31.82577141,13.1324797,Unhealthy
222.0238394,257.9746369,49.67051401,56.40895925,12.05941455,194.3701119,Unhealthy
185.3246643,486.8815915,28.72676071,20.01163357,33.53243363,276.8656396,Very Unhealthy
351.0026353,46.36084323,147.0621452,140.8903638,13.82217331,70.86342196,Hazardous
29.07555864,485.226812,194.1159602,72.17420993,22.00098027,63.60827829,Very Unhealthy
19.87575576,553.6337766,178.7921607,16.66788632,35.48493184,108.8994183,Moderate
167.4954317,336.9025007,144.6601538,115.3224664,33.74471238,22.22355968,Moderate
364.7575441,36.23488891,4.304560834,117.1179882,20.05995464,168.085438,Unhealthy
58.22722184,161.7316559,69.406174,135.1799195,9.133784299,193.6376635,Good
317.7734241,66.83188446,172.72361,105.848308,24.2071227,245.9660429,Very Unhealthy
134.7526326,155.5701424,130.6140508,8.207441076,13.49864602,19.85282949,Moderate
325.8373363,487.0692057,41.92026425,82.54673207,12.77172393,130.8554938,Hazardous
228.4880619,33.40067354,93.29742693,57.60597881,16.33967927,235.2620509,Very Unhealthy
57.57583765,170.2941809,17.58362633,112.2871575,35.31188792,230.4905591,Hazardous
123.6414074,310.1704576,104.1603073,88.63935128,24.8642916,22.09216778,Hazardous
109.8568769,524.4245859,180.2056895,108.7800781,18.65854884,3.418676893,Unhealthy
82.29229635,149.9892996,7.743769267,27.06658768,45.02974071,234.9983232,Unhealthy
234.1727242,466.9962939,122.778305,65.56064909,35.33903371,41.39329061,Hazardous
477.3327697,350.1414448,46.6205396,64.81564905,24.73264137,173.3368694,Very Unhealthy
329.0444001,405.8216504,198.0770144,147.1461917,21.06441814,28.27385097,Unhealthy
418.0010157,517.0611885,13.02034414,2.86652442,40.94484156,88.65334023,Very Unhealthy
490.5400945,15.84939222,123.4582766,122.4064413,8.646224696,47.41118461,Unhealthy
270.3113316,317.8400878,51.27413755,14.56674645,33.20769627,220.9183106,Good
119.0350378,448.3285242,176.4926125,12.05670836,1.050764945,201.8173253,Moderate
463.9055035,530.7618337,24.38595987,49.22647397,0.348035653,40.59164418,Good
349.4919945,79.61651297,85.85052256,105.1150341,46.58918466,17.79910384,Good
479.4706303,204.8709826,37.07230899,101.7669486,25.69942891,139.9005753,Moderate
325.5159808,47.13347502,159.8887445,94.18209662,15.75587128,58.66438475,Unhealthy
387.572505,500.9604503,70.28871326,116.1826654,39.73481022,2.442611071,Unhealthy
445.3180974,514.4198087,37.34263969,34.85670798,49.2414003,79.28182237,Good
379.6246558,290.1511889,145.1802136,95.07666673,1.720689571,64.5731031,Unhealthy
281.322886,12.47717601,163.4434636,95.70563187,1.898034712,205.4877746,Hazardous
235.9604661,61.31888955,92.47909747,98.15032692,42.73910262,258.2589236,Hazardous
411.6886675,374.6148717,75.76988045,89.16804526,27.83573999,71.2916748,Unhealthy
385.9929064,589.5715115,126.4288385,33.22843393,44.13708709,66.91432848,Hazardous
183.215412,503.3184463,130.2793178,137.1448347,34.73215385,116.3299017,Moderate
249.1659837,478.7533296,132.1490791,146.4006943,23.52928258,51.76729019,Good
317.4953779,250.7819286,55.15152839,103.3780069,8.067296241,284.044512,Unhealthy
14.18510953,591.1273513,188.2604945,66.6119576,19.49305735,73.05796187,Good
123.78435,494.9837105,42.68884955,80.57861622,39.35725463,27.99873406,Moderate
125.1071975,201.3916929,74.83165518,16.25572771,11.69587748,167.0666389,Good
441.6157797,449.0946173,56.73878847,54.50938472,35.6183247,161.2858639,Unhealthy
165.7438767,259.5137517,186.2247016,146.4201531,12.36722896,189.5742517,Moderate
272.5716939,396.2734021,165.6740285,82.15833939,23.17671891,290.0107696,Moderate
415.7932335,582.0323141,162.2543875,84.09413154,4.271600216,97.04615536,Hazardous
129.8469063,147.8709332,0.942016375,143.0969804,22.74992294,107.871413,Unhealthy
61.87853873,477.0013146,137.1801,132.9531271,30.63512722,101.1121336,Moderate
474.1799033,354.2245927,46.05473903,85.30745667,28.16590208,188.5888982,Moderate
352.341468,569.9825479,193.5488514,40.34862735,20.32332572,181.2207117,Good
88.52688284,80.67798597,106.1502816,17.53971228,18.48476379,158.6421188,Hazardous
409.855777,431.8256993,112.9406003,129.5477139,13.76993787,109.2977878,Good
393.5633067,22.29189062,71.29656496,138.0137275,38.35520329,128.2948959,Moderate
418.7705487,147.9320884,107.3461245,74.1427382,39.13190488,237.7521604,Moderate
138.1062883,192.512718,149.9474375,14.18228493,24.1513775,182.7740177,Good
224.2898367,259.3534563,112.3840308,90.93370958,19.12808824,214.8923561,Good
346.8368716,579.1799863,128.252578,55.11920984,31.87114862,83.01891686,Moderate
195.3337871,40.56084104,94.49361559,23.6790991,27.8866161,273.447628,Moderate
34.98608611,101.3897186,143.2799421,137.8715084,33.36277332,10.54881658,Hazardous
68.224877,121.8283357,179.9118034,35.91735781,15.30077661,178.7090654,Moderate
298.5567525,254.3980214,10.21023998,106.6742274,39.41747796,243.7050156,Moderate
187.5840998,36.41992149,21.45930614,64.4066789,15.83714054,259.8856441,Unhealthy
2.690065905,579.2517279,137.1218229,124.1881301,20.93616359,95.86551935,Very Unhealthy
383.4272635,335.9110147,75.54088305,105.1252355,6.62113641,137.9252588,Very Unhealthy
208.3518714,487.9721418,56.3236876,18.47400444,42.76846611,10.46674801,Moderate
156.8846427,463.4990583,35.71865669,67.4417602,32.21368732,236.9296241,Hazardous
356.7595895,396.4950816,114.5272554,38.96828329,11.76435294,37.37159636,Unhealthy
227.5544095,542.6456512,69.50647912,107.0376707,42.58590269,128.4244277,Moderate
347.4155547,541.4302273,101.5921652,81.70332401,35.2396504,297.242703,Unhealthy
6.599041191,76.6630978,191.7122456,51.02718267,22.10901278,275.3211719,Good
4.710057042,541.1569795,151.6535291,49.41902205,49.49214156,99.00706949,Hazardous
279.9509652,314.3346212,159.1901739,17.17304893,16.8604875,67.16418038,Very Unhealthy
491.1060171,160.8418281,24.83958061,32.07327501,4.977478337,75.507743,Unhealthy
136.178619,365.1002801,64.99606376,107.0199371,36.67295242,205.4356971,Moderate
341.4467786,168.5421599,21.2470944,91.48567207,37.85245199,217.7391834,Good
86.12877145,287.4047176,193.704186,53.3393919,2.948255302,64.94792394,Hazardous
155.7743159,489.8627092,136.437523,125.4173408,40.9709561,71.99698797,Unhealthy
39.03744524,19.31878557,3.846767501,72.66192764,38.79707569,97.01672486,Good
440.39658,109.8533949,95.10096436,119.1651232,46.47981859,129.9533935,Unhealthy
155.2187008,573.9496051,52.70512731,117.1770226,5.927456128,275.2412648,Unhealthy
115.2332237,267.0590241,107.9917703,127.1998426,30.04047791,7.952353244,Unhealthy
365.3020892,181.9945467,35.73153729,127.4657561,10.97112708,191.4592154,Hazardous
99.72007781,553.9677248,11.37109813,101.8593898,19.97209765,258.50928,Hazardous
120.1376802,546.7283466,64.63550646,112.413524,13.25454146,217.00908,Very Unhealthy
51.80812683,26.54547426,59.10142214,116.5360794,22.4648851,65.02263594,Unhealthy
481.4359546,217.4868098,143.3927169,25.37391003,5.643816421,143.0239963,Good
123.8188748,547.6929899,94.90977182,45.03672425,15.17577539,273.0841736,Moderate
497.8316514,107.8631816,58.26556067,15.63596074,3.545936434,34.71523961,Unhealthy
88.07472048,346.9281057,114.0861037,28.40570436,24.5915994,296.2533547,Very Unhealthy
10.32592499,192.4668082,14.26347765,116.7430878,14.83416048,43.08710292,Hazardous
447.8468067,441.9392605,132.4705224,142.0665651,29.51542759,42.72526306,Very Unhealthy
290.0086259,94.95748477,29.45787335,101.04532,22.82230907,243.8577953,Very Unhealthy
175.705,357.6319082,55.93987386,132.9071561,12.19265448,248.5039555,Unhealthy
256.6698312,0.005059327,56.42457743,47.69650229,5.14701093,11.37559681,Unhealthy
130.3634775,151.5382533,93.17038397,126.869337,37.66583442,50.49162184,Good
317.3794251,97.29912691,190.6314733,50.81789037,31.6566277,284.5582961,Good
308.2342792,125.8984272,64.93185009,134.1250087,1.646499816,83.80357962,Very Unhealthy
40.09614452,516.2557754,56.26437369,119.7068757,49.468278,3.671899551,Good
455.3440503,548.8779513,33.76039706,147.5395778,32.12451373,76.21263016,Good
230.2626711,453.0189438,78.39378002,124.0909067,10.35903934,220.629769,Moderate
97.57706604,354.0639179,36.40822237,59.73144879,42.02484365,274.9360138,Good
153.6919297,138.5139095,27.55386726,16.51196702,44.10503609,46.54697557,Very Unhealthy
433.1108774,164.8328271,171.4717212,131.140965,28.68426984,67.32414596,Unhealthy
191.592586,185.9338639,10.5277469,85.67864603,44.27860989,132.4593913,Hazardous
280.9805856,466.2032763,142.1650239,128.7212324,1.458588171,224.4907057,Unhealthy
473.8448674,151.7305847,40.5141802,58.06933719,47.25833556,197.6091066,Very Unhealthy
325.8582188,584.0336552,2.343004658,4.34238502,2.860180704,98.2600743,Hazardous
337.858372,477.8781128,159.0289918,7.862488094,32.1195032,19.90554575,Moderate
124.2844186,599.8306338,140.4571038,100.5747719,17.29473185,75.88819397,Very Unhealthy
334.1475925,275.507138,66.85978127,17.16938568,1.965617572,65.8690189,Very Unhealthy
196.9013721,353.596911,15.86650678,111.8192993,46.46441535,6.316128922,Very Unhealthy
455.5212423,168.2409271,72.13431274,62.91639119,6.767882963,292.511993,Unhealthy
64.76942396,362.2467522,36.26551606,84.46618765,42.68720937,76.6114594,Hazardous
142.8201748,584.3401712,186.5007107,120.1820064,16.51725045,250.9605142,Moderate
33.00036432,18.2281291,105.9246205,37.96071665,37.05820014,145.4584816,Good
190.4519246,173.5732754,192.7687275,61.93538223,12.71103949,291.6872271,Hazardous
74.18633308,168.7765019,70.26282438,109.4335974,29.17169689,44.86593629,Very Unhealthy
422.5718772,589.421919,111.2925637,137.7641636,39.97769036,33.20194828,Very Unhealthy
462.521601,79.58963245,38.02468602,43.54496422,28.30899152,0.738877347,Very Unhealthy
334.7128224,487.4161089,161.6858188,93.40844166,15.32762818,215.5341267,Very Unhealthy
51.66729999,164.7323078,8.220062474,142.6820938,11.6717867,91.91288102,Moderate
170.8154408,516.3617879,139.1230846,97.32782836,8.740279839,261.1064843,Unhealthy
482.2459462,292.6505408,78.33201847,133.9183655,41.9406261,190.1414556,Hazardous
68.15061198,145.3566511,115.6831548,140.9594777,30.54713126,173.2295666,Moderate
278.2446913,425.8398094,118.451827,139.4013934,25.43389624,146.067461,Moderate
176.464738,504.948458,142.1590228,113.7715626,12.47903419,77.45209353,Moderate
499.5813061,282.0835255,40.85244065,82.81432295,21.68766243,19.40655938,Moderate
142.6945323,428.3935654,106.2771842,14.51292568,31.00314042,133.0703936,Moderate
23.88613264,108.9495144,85.38518728,33.40592108,3.594082676,29.7358956,Moderate
351.0914074,562.5673085,56.43622177,38.36506898,18.03574683,271.7193396,Moderate
163.3696651,57.86970383,99.14556455,4.988935926,11.97518259,248.7987355,Unhealthy
328.790717,133.1704254,190.4030091,15.28850669,32.32574531,185.9283868,Unhealthy
52.32599341,173.0158596,189.7769894,44.21350474,30.3134504,135.7319079,Moderate
261.5316005,91.65180016,55.76346399,13.61114134,14.97077473,136.2586206,Very Unhealthy
187.6157742,244.0081993,176.841433,25.43025116,2.081536105,139.3545231,Good
268.383567,274.6416167,175.3509619,8.162639606,9.14063754,223.6389402,Moderate
426.736199,311.1535545,49.91692952,62.47989744,8.00310378,37.86151914,Hazardous
486.373644,24.47972853,119.7901493,123.1990938,28.41971675,159.3887348,Hazardous
376.5660746,131.463642,173.9871519,121.8365766,8.464572818,243.7999984,Moderate
383.4291576,484.6579507,102.9989604,135.7335644,24.11671771,153.0377629,Unhealthy
264.4680449,486.3627927,73.95389338,111.8399254,30.72644187,4.122369566,Hazardous
48.69997193,198.0040511,130.157086,36.66629351,43.97827915,73.40717818,Unhealthy
333.5297732,276.7046169,34.48501269,105.3584845,12.25137815,200.5753927,Good
73.88993589,110.0717566,32.34627633,113.0732844,9.295646812,280.2598725,Very Unhealthy
122.8305283,493.2839343,166.5292264,81.46613122,8.662691657,268.1244255,Unhealthy
353.7912565,574.010233,8.374983188,121.0515894,18.02146548,246.8114759,Hazardous
328.4962971,174.8117162,160.7259958,10.68987639,32.45906097,285.049249,Good
157.1629708,469.1627563,58.09883162,89.21708804,33.59312104,83.97535664,Very Unhealthy
386.022118,211.4334817,96.62449819,71.98400701,10.54809503,3.71930372,Unhealthy
469.6578922,1.580352945,108.703011,120.7817722,6.561672593,106.3123788,Very Unhealthy
272.6298106,359.836636,153.4138547,19.19408935,22.43389669,173.1033006,Good
338.8433295,246.239192,176.7715973,31.8935965,7.059564098,94.93980004,Good
135.8897922,455.0610159,160.8448251,83.80379467,40.64603725,13.26112756,Moderate
485.4035223,449.2584481,114.4687551,142.0807983,4.194072374,152.1560975,Moderate
136.8524559,567.6187465,69.60273407,12.47998532,37.60466611,59.9089083,Unhealthy
443.7045121,262.6914053,105.311565,111.5065536,2.132395776,218.2713831,Hazardous
463.9345559,289.5071421,6.004336925,30.8098803,40.3492058,26.76047293,Moderate
359.8142973,240.2431844,48.99602305,15.81733021,31.35758378,287.437734,Unhealthy
405.7937139,178.1633262,73.23107318,59.21491708,16.11865529,263.0041437,Very Unhealthy
228.9284039,382.7053289,63.95090483,87.45792493,20.27592474,262.1562452,Good
459.7733947,496.8220578,19.02938815,124.0526912,33.68086203,236.9671916,Moderate
371.3231225,94.68640473,10.15081628,95.20377761,9.2814072,190.0767877,Unhealthy
163.3719958,589.1035967,84.14295591,73.75007144,44.51603345,16.02871179,Good
17.47258383,410.2844182,14.95995066,42.85010495,24.14435671,198.7277665,Very Unhealthy
270.3916132,468.0666097,57.24161171,43.8829565,38.00697472,224.0781845,Moderate
420.3251624,599.3127515,94.96513175,115.5865247,25.33480129,39.24597464,Moderate
430.3340594,302.4188979,41.99225427,17.10895125,22.61396142,184.7268077,Very Unhealthy
417.5593627,42.77475394,15.90698527,21.97106511,23.48077812,143.6602423,Hazardous
107.3732427,474.1750362,86.42665413,107.9604568,18.15623554,141.7324627,Unhealthy
213.0742398,522.4596166,89.6952997,144.1563044,36.63770978,59.83867006,Very Unhealthy
306.9129276,97.43829006,183.1228593,18.0351305,42.30762219,221.8314557,Good
333.778246,14.48245311,25.56752852,91.41391243,42.71983322,277.5373983,Good
167.2917108,81.49420616,122.9990755,35.87825809,6.057285697,236.3409949,Hazardous
346.3211619,194.3798485,63.94051327,3.863672231,38.06839527,110.7096668,Very Unhealthy
295.4485037,554.5686224,24.71956608,124.8401484,9.997730985,295.2531932,Unhealthy
283.3877874,1.480316295,78.62942136,76.2906906,0.608917251,109.2510918,Very Unhealthy
331.5124119,482.2787374,85.58751707,3.583492754,13.77295176,70.32715895,Hazardous
301.6839644,512.9128417,72.71290286,134.3179953,14.64342991,290.4253917,Moderate
83.43731733,486.6313956,153.1465482,80.35278609,40.4894527,236.9449605,Very Unhealthy
437.2081637,49.32861339,167.841294,110.5601083,37.11981576,228.3732425,Hazardous
120.2848767,407.5139993,29.74635235,63.52572166,4.234228514,23.22958302,Hazardous
372.2443906,572.3421741,33.58101433,27.73249091,16.29806539,57.60708187,Moderate
88.22833648,72.21766111,84.24351963,69.83599587,12.56499233,5.555388455,Hazardous
330.4832064,19.00907893,64.03779222,43.15085257,29.77275939,232.9947535,Unhealthy
447.8418794,524.195419,163.9147211,44.51031582,27.07559866,83.47288839,Hazardous
4.855257685,386.957801,199.3622406,96.5817182,33.94564028,39.66714764,Moderate
489.8388333,387.8612794,36.22207429,14.11194826,45.5364916,54.56736109,Very Unhealthy
14.83793333,578.6588574,152.5088302,59.55217982,21.05367788,192.3395831,Hazardous
5.683810447,461.8593502,121.4493632,81.99680912,32.79620054,129.9152072,Hazardous
428.7800492,238.4669314,128.8848133,106.4786209,45.91762459,282.4189168,Unhealthy
354.3520016,261.5046704,52.8882938,94.9348894,27.08402922,109.7674852,Moderate
52.90532896,86.81578799,19.43924443,132.9369856,15.414049,250.1622993,Moderate
468.7074533,182.4299201,108.6512212,148.8576424,20.14500772,163.9395035,Moderate
335.9661206,267.2422293,122.7011698,140.6135136,37.73068283,211.6042483,Moderate
55.52177177,156.6512561,192.609788,114.6228559,36.00055791,50.59822846,Moderate
430.276798,549.5237089,135.0462128,102.9022882,37.42077008,224.6953578,Good
240.4524261,7.081604171,88.73686003,5.314752616,37.16484451,25.69660771,Very Unhealthy
139.066845,352.2132538,198.8002258,80.0248219,46.02294493,207.336417,Hazardous
412.5205251,462.9648774,74.64779498,99.55753517,38.20025729,139.6552796,Hazardous
369.2232268,439.2653979,32.51170037,61.94100719,42.77185431,68.55784199,Hazardous
311.5219011,386.2397755,123.5960106,57.71949192,28.68558253,144.1161382,Unhealthy
449.2565761,246.2012968,53.25012668,81.37897247,32.20856934,256.7034388,Moderate
430.639905,551.0863396,184.4409674,135.9959878,48.3859737,46.41575343,Very Unhealthy
113.3958292,197.3678028,85.57367289,39.13925537,43.5150438,50.88792503,Hazardous
439.3430772,450.0804758,29.92326998,59.85822316,38.86801203,160.1991737,Moderate
187.0199198,555.9905831,28.32611403,97.963171,34.27573212,187.5763651,Moderate
215.8871679,77.03017375,129.9278812,27.90108899,17.92591189,126.0599316,Moderate
486.1661936,568.2486288,73.1794616,125.2355371,27.40627819,79.91777944,Unhealthy
379.9371643,465.6196207,72.74490941,99.91008069,2.756409424,20.15762357,Very Unhealthy
160.7429772,369.9549978,122.4647911,52.83930896,20.80833748,14.93793869,Hazardous
323.9629448,224.0392234,44.30237529,108.3250507,5.594820887,12.24603089,Good
269.6621681,542.5592551,29.08565166,41.9019806,36.4319768,270.38491,Unhealthy
58.30161852,26.42576173,131.4525021,116.1691345,44.61588186,39.4071467,Unhealthy
443.876169,259.0974333,1.047407326,10.60320796,8.704149784,88.53703823,Good
410.9407418,453.9803386,181.4729964,64.01279811,12.28416919,295.7676857,Unhealthy
388.8551784,486.6842655,36.59418416,39.24582868,42.84904713,278.2424233,Hazardous
279.5766938,121.3670984,89.57121203,122.5050581,29.29160877,12.85857402,Very Unhealthy
110.4187201,28.56279121,42.29570703,112.9120594,29.41544414,165.3790764,Very Unhealthy
441.9480147,481.7106932,43.64393375,126.2792071,28.14381823,190.049548,Hazardous
176.4828218,253.1353606,167.0002734,97.73445632,10.91303804,16.23423793,Hazardous
10.05905898,86.11423805,117.0067026,119.2983626,12.16515076,218.4378374,Very Unhealthy
490.8870889,51.34100886,62.29006879,65.81824039,47.48215577,296.3609963,Hazardous
430.5785517,384.3837423,50.21974599,101.7086124,36.17350761,128.8138727,Unhealthy
311.3401777,349.6907194,42.57248798,4.667650353,4.521724353,134.8252642,Very Unhealthy
6.203569714,512.394226,110.8896706,132.1086913,11.14691358,197.8040654,Good
113.8580286,18.94020736,146.1578825,102.7160477,31.35577606,220.9626166,Good
226.024944,521.0563399,50.70547647,129.9144687,14.17326935,236.9317002,Hazardous
314.0424616,532.3458656,66.46011896,115.6288301,12.5866828,23.27395269,Good
354.0772584,267.7798065,144.0731192,42.95650214,10.11739965,240.2066664,Good
394.1363489,45.99986869,147.4556033,40.93203444,9.286343177,259.2221857,Very Unhealthy
277.8304628,568.0459228,41.46463036,119.9458166,30.66652909,13.56817323,Unhealthy
328.0917139,43.2179432,76.44046601,27.70637877,45.29244119,11.74049945,Moderate
405.6213491,354.4051863,173.991545,16.59918012,18.0565928,165.2671456,Good
359.9206552,295.8939016,148.0384493,2.256330749,6.075430069,149.0419831,Hazardous
477.4061661,501.0518738,32.49906481,44.76420689,6.214967134,294.0290096,Moderate
437.3229502,301.5641116,77.19258561,14.88975759,46.68448524,88.32045051,Good
84.6806389,281.472169,194.6587564,120.2529795,26.43677391,177.0599939,Unhealthy
473.7095634,528.3900878,105.0755208,72.68157465,23.31427553,152.0019761,Good
102.0879963,578.4060497,143.8692317,37.87728362,44.5370622,160.7199974,Hazardous
495.6318929,329.562065,18.40700361,90.31304073,25.35564687,197.9004945,Unhealthy
350.664771,272.8343585,166.5019924,10.552863,24.02994464,161.2784972,Hazardous
313.7657764,498.6570859,120.9569844,108.9181877,46.33262668,2.083365825,Hazardous
162.1613881,498.6560768,35.12008642,75.20895674,23.72295615,253.1130802,Hazardous
66.55376246,191.6290297,76.04235421,0.971455384,19.54805379,60.34632229,Hazardous
63.08650822,345.7341933,16.60551906,47.88257294,29.0831066,69.34638289,Hazardous
433.2875963,92.47018881,155.4021056,112.528856,48.86157658,194.3918288,Unhealthy
216.2209231,381.3251936,148.9758,28.21727557,48.19145213,143.3254966,Very Unhealthy
279.9259284,500.3934081,98.04620404,144.2815887,38.7800702,172.3439881,Unhealthy
465.9180538,112.5090509,90.40327906,134.4943716,24.96404296,149.2496813,Very Unhealthy
127.6773524,193.8282278,92.68492388,116.7358093,44.07308542,125.3587888,Unhealthy
381.9687427,269.3605702,7.493355735,11.78225378,20.96914892,144.9907414,Hazardous
235.2323809,507.0480385,73.64899342,53.07559465,32.00715224,42.32562307,Unhealthy
